pride_national,pride_religious,strongleader,limitedelections,erdoganmission,erdoganinspiring,akpstate,akpmuslims,trust_religiousauthority,trust_presidentialsystem,success_erdogan,success_economyminister,policy_povertyreduction,policy_economy,policy_internalsecurity,ci_lifequality,ri_system_1,regimevoter
80,72,20,20,60,40,20,20,20,40,40,20,20,20,20,40,1,0
80,80,80,100,20,60,100,60,20,80,60,44,20,20,80,20,1,0
80,20,20,20,80,20,20,20,40,20,40,40,20,40,60,20,1,0
20,20,20,60,20,20,20,20,20,20,40,32,20,40,40,20,1,0
60,60,60,60,80,60,80,60,60,100,60,60,80,60,60,60,1,1
80,72,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,100,100,100,80,100,100,80,100,80,100,80,5,1
40,40,100,60,80,80,40,80,80,80,100,100,80,80,80,80,3,0
60,76,60,60,60,60,20,60,40,60,60,60,40,40,100,20,3,1
100,100,100,60,100,100,100,100,100,100,100,40,100,100,100,60,5,1
100,100,20,20,20,40,20,20,40,20,40,20,40,40,80,20,1,1
100,100,80,80,100,100,40,100,60,100,100,80,80,80,60,80,4,1
100,100,20,20,20,40,20,20,20,20,40,20,20,40,20,20,1,0
100,96,100,60,100,60,40,20,60,60,60,40,40,40,100,60,2,1
100,20,20,20,20,20,20,20,20,20,40,40,40,60,60,20,1,0
40,100,20,60,20,20,20,20,20,20,20,20,20,20,20,20,1,1
100,20,20,20,20,20,20,20,20,20,32,24,20,20,60,40,1,0
100,100,100,20,100,100,20,100,60,80,100,80,80,80,80,60,5,1
100,100,40,40,40,40,60,28,20,40,40,40,40,40,40,20,1,0
20,20,40,40,72,40,20,60,32,28,40,36,20,20,60,20,1,0
100,100,20,20,100,40,20,20,40,20,40,20,20,20,20,20,1,0
100,100,100,100,100,100,100,100,100,100,100,100,96,80,96,80,5,0
100,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,1,0
80,20,40,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,3,0
100,100,80,80,80,80,60,60,80,80,80,60,60,40,40,40,4,1
40,56,20,40,20,20,20,20,40,20,20,36,20,20,40,40,2,0
100,100,28,28,100,100,100,100,20,20,80,20,24,28,20,20,1,1
80,20,20,40,60,80,60,20,20,20,40,40,20,20,40,60,1,NA
60,60,20,60,20,20,20,20,40,20,40,20,20,20,20,20,2,0
20,20,60,20,100,80,20,20,20,20,20,60,20,20,40,20,1,0
40,20,20,20,20,20,80,20,20,20,20,20,20,20,20,20,1,0
20,60,20,20,80,40,20,20,20,20,20,20,20,20,60,20,1,0
20,72,20,20,44,40,20,20,40,40,40,60,20,40,40,20,2,0
100,100,20,100,40,20,20,20,20,20,40,40,20,20,20,20,1,0
20,60,20,60,80,20,20,20,60,20,20,20,40,40,60,40,1,0
60,100,40,60,100,100,80,80,68,80,80,60,60,60,80,40,3,1
20,40,40,20,20,40,20,40,36,32,36,40,20,40,40,20,2,1
100,100,80,80,100,100,40,40,80,80,80,100,56,40,80,40,5,1
80,40,40,40,20,40,20,40,20,20,40,40,40,40,40,20,1,0
20,64,100,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,60,20,60,20,20,20,20,40,20,40,40,40,20,80,20,1,0
100,44,36,40,56,56,36,20,24,32,48,40,24,24,32,20,2.6,NA
80,60,48,20,80,100,80,20,40,60,60,60,40,40,80,40,4,1
60,20,20,20,20,20,20,40,20,20,20,20,40,20,40,20,1,0
100,100,100,100,100,100,100,100,80,100,100,80,80,100,100,60,5,1
100,100,20,40,100,80,40,80,80,60,80,72,80,80,80,80,4,1
100,60,80,40,40,20,20,20,40,20,20,40,20,20,20,20,1,0
80,60,20,20,20,20,20,20,20,100,20,20,20,20,60,20,1,0
100,100,64,100,100,100,60,40,100,100,100,60,40,60,100,40,4,1
100,100,80,60,100,80,80,80,80,80,80,60,60,60,80,60,4,1
60,100,60,60,60,40,40,60,80,60,60,60,60,60,60,40,3,1
40,40,20,20,40,20,20,40,20,20,20,20,20,20,40,20,1,0
20,20,60,20,40,20,20,20,20,20,40,40,20,20,60,20,1,0
100,100,80,40,60,60,40,60,80,80,80,60,60,40,40,60,3,1
100,100,100,100,100,100,100,80,100,100,100,80,80,100,100,100,5,1
100,72,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,80,40,40,60,60,20,20,40,60,60,60,60,20,80,40,3,1
80,100,80,20,60,60,20,80,80,40,60,60,40,40,40,20,2,1
100,100,60,80,60,100,80,80,80,80,80,60,80,80,60,60,3,1
100,60,20,100,52,20,20,20,20,20,32,20,20,24,32,20,5,0
60,60,60,100,80,60,40,80,80,60,80,60,60,40,80,60,2,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,80,60,20,60,40,40,60,40,60,48,40,60,60,40,2,0
60,100,20,40,60,20,20,20,60,20,20,20,20,20,40,20,1,1
100,100,80,60,60,60,40,40,64,68,80,52,40,40,80,20,2,1
100,100,100,60,100,100,100,80,100,100,100,60,80,80,100,80,5,1
60,40,24,100,60,20,60,20,40,20,40,40,40,40,40,20,1,0
20,20,40,40,100,100,20,60,100,60,68,100,60,60,100,60,5,1
100,20,40,40,100,100,80,100,100,100,100,92,80,40,88,100,5,1
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,40,20,80,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,44,20,20,20,40,20,20,20,20,20,20,20,20,20,20,3,0
20,20,20,20,40,20,20,20,40,20,60,24,60,40,80,20,2,0
20,36,20,28,40,20,24,20,20,20,24,20,20,20,20,20,1.4,0
20,20,40,40,80,24,40,20,20,20,20,20,20,20,20,40,1,0
100,100,20,20,20,20,20,20,20,20,40,20,20,20,20,20,1,0
100,100,100,100,100,100,100,100,80,100,100,60,60,80,100,80,5,1
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,20,80,40,20,20,20,20,20,20,20,20,20,20,40,20,1,0
80,80,100,60,100,60,80,80,80,100,80,80,60,80,80,60,4,1
100,100,100,100,100,100,100,100,60,100,100,60,80,80,100,60,5,1
60,20,60,20,60,20,20,20,20,24,20,40,20,20,40,20,3,0
100,100,48,20,40,40,40,40,60,40,40,60,40,40,60,40,1,0
60,60,40,40,80,60,20,40,40,40,60,60,40,40,80,40,2,1
20,64,20,20,40,40,20,80,20,20,40,20,60,40,80,40,3,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,5,1
100,100,40,88,100,100,100,100,84,72,76,48,60,60,80,40,4,1
40,64,48,60,60,40,60,60,56,20,40,60,56,60,68,40,3,0
100,100,20,60,100,100,100,100,100,100,100,100,80,80,80,80,5,0
80,100,80,100,100,60,100,100,80,100,100,60,80,60,100,60,5,1
60,100,100,20,100,100,100,80,80,100,80,100,60,80,100,60,5,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
60,60,40,40,60,40,20,20,40,20,60,40,40,40,80,40,1,1
100,84,20,20,20,20,20,20,20,20,40,20,20,20,60,20,1,0
20,48,20,20,20,40,20,20,20,20,20,20,20,20,20,20,1,0
80,80,80,60,80,60,60,60,60,100,88,60,60,80,100,60,4,1
60,60,20,20,40,40,20,20,20,40,40,20,20,20,60,40,2,0
100,100,80,64,20,20,20,20,40,48,20,20,20,24,44,36,1,0
100,20,20,20,20,20,20,20,20,20,20,28,20,20,60,40,1,0
100,100,20,40,100,100,100,100,20,100,100,80,60,92,100,60,5,0
60,92,40,20,40,60,20,60,60,40,60,60,20,40,100,40,2,1
100,100,100,80,100,100,100,80,60,100,100,80,100,60,100,80,5,1
60,60,20,20,20,20,20,20,20,20,20,20,20,40,60,20,1,0
60,60,20,20,80,40,20,20,40,20,40,40,40,40,40,20,1,0
80,60,80,60,100,20,20,20,40,20,40,20,40,40,60,40,1,0
20,20,20,20,20,20,20,20,20,20,20,24,20,20,20,20,1,0
20,20,20,20,20,20,100,20,20,20,20,60,20,20,80,20,1,0
80,40,20,20,40,60,20,20,20,20,40,40,20,20,40,20,1,1
100,92,20,20,100,20,40,20,20,20,40,20,20,20,60,20,1,0
20,20,40,20,20,28,20,20,20,20,20,20,20,20,20,20,2,0
100,100,40,60,40,24,20,20,40,20,60,40,40,40,40,20,1,0
80,100,20,36,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,80,100,100,100,80,80,100,100,100,80,80,100,100,5,1
40,60,40,60,20,20,20,20,60,40,40,40,40,40,60,20,1,0
100,100,20,20,20,20,20,20,20,60,32,40,20,20,20,20,4,0
20,60,20,20,20,20,20,80,20,20,40,20,40,20,80,40,2,0
40,100,20,60,20,20,20,20,20,20,20,20,44,20,60,40,1,0
100,80,100,20,100,100,100,100,100,100,100,100,80,80,100,60,5,1
100,100,20,40,20,20,20,20,60,20,20,20,20,20,20,20,1,1
20,20,20,20,100,100,40,40,40,60,100,32,60,40,60,20,3,1
60,84,24,24,60,40,20,40,20,40,40,20,40,20,20,20,1,1
60,20,20,20,40,20,20,20,20,20,20,40,20,20,60,20,1,0
100,100,100,100,100,100,100,100,92,92,60,84,100,80,80,80,5,1
40,20,20,20,100,20,20,20,20,20,20,40,20,24,24,20,1,0
40,20,60,40,40,20,20,20,20,20,20,20,20,20,40,20,1,0
100,100,80,60,100,80,80,80,80,80,80,60,80,80,100,80,4,1
20,56,20,20,100,20,20,40,20,20,40,20,20,40,60,20,2,0
60,40,20,60,20,20,20,20,40,20,20,40,20,20,40,20,1,0
20,20,40,60,20,40,20,20,20,20,20,60,40,20,20,20,2,0
60,80,80,60,100,100,100,100,100,100,100,80,80,80,100,60,5,1
100,60,20,100,80,80,80,80,60,80,80,60,60,60,100,60,4,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,5,1
68,84,20,40,44,28,20,20,48,28,28,20,20,20,36,20,1.4,0
20,20,68,52,80,80,80,80,40,60,80,60,60,60,80,60,5,1
40,20,40,100,80,60,20,100,20,20,60,60,40,40,60,40,1,0
60,40,40,40,40,40,40,40,40,20,40,60,60,60,80,60,2,0
100,100,100,92,100,100,100,100,60,100,100,60,60,56,80,60,5,1
100,88,76,80,100,100,100,100,100,100,100,80,60,68,60,60,3,1
100,100,100,100,100,100,100,100,100,100,100,80,80,80,100,80,5,1
40,84,60,20,60,60,40,60,20,40,40,40,40,40,60,40,2,0
80,80,40,40,80,40,20,20,40,40,60,40,20,20,60,20,1,1
100,100,60,60,80,60,20,100,60,60,100,64,60,60,60,60,5,1
40,36,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,60,80,60,100,40,60,60,60,60,40,56,40,60,3,1
100,100,60,60,100,80,80,60,80,80,80,60,60,60,80,60,3,1
20,100,60,52,40,52,40,20,68,80,72,72,68,80,100,60,5,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,5,1
100,100,100,40,100,100,60,100,60,100,100,60,60,60,100,60,3,1
100,100,100,40,100,100,100,100,100,100,100,60,80,60,80,80,5,1
40,40,20,20,20,20,20,20,20,20,20,20,20,20,80,20,1,0
60,80,60,40,80,60,60,60,60,60,80,60,60,60,100,60,4,1
80,100,60,60,40,60,20,40,40,40,60,40,40,40,60,40,2,1
80,84,40,20,52,52,40,20,56,36,60,40,40,44,68,40,2,NA
100,100,20,40,100,80,80,80,80,80,100,60,80,80,100,80,4,1
100,100,60,80,60,80,80,60,40,60,80,60,80,40,80,40,4,1
100,100,100,88,100,100,100,40,100,100,100,60,100,100,100,40,5,0
100,100,100,100,100,100,100,100,100,100,100,80,80,80,80,80,5,1
100,100,100,100,80,80,80,100,100,80,80,60,80,80,80,80,4,1
40,40,40,40,40,20,20,40,60,20,40,44,40,20,36,80,1,1
100,100,20,20,100,80,20,20,40,20,60,28,40,20,80,40,1,0
100,40,20,20,80,20,40,20,20,20,20,20,20,20,60,20,1,0
100,100,100,100,100,100,100,80,100,100,100,80,80,100,100,80,5,1
60,76,40,60,40,40,80,80,40,40,60,36,20,20,80,20,1,1
20,20,20,80,60,80,20,20,20,20,80,60,80,60,80,40,1,1
100,88,100,100,80,80,20,100,100,100,100,100,100,100,100,80,4,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,40,24,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,80,80,60,100,100,100,80,80,100,100,80,60,80,80,60,5,1
100,100,48,60,60,60,40,80,60,60,60,60,40,20,80,40,3,0
80,100,100,100,100,96,100,100,40,80,92,60,40,80,100,40,2,1
100,100,20,40,60,20,20,20,20,20,60,40,20,32,60,20,1,0
40,52,40,60,60,60,60,40,40,60,40,60,40,40,60,40,2,0
40,20,20,24,20,20,20,20,20,20,20,20,20,20,20,20,3,0
20,44,80,20,40,20,20,40,20,40,60,20,20,20,60,20,3,0
40,60,40,20,100,60,20,20,28,40,56,40,20,20,52,40,2,0
72,20,20,20,36,28,20,20,20,20,20,20,20,20,20,20,1,0
68,100,100,20,20,40,20,20,20,20,20,24,20,20,60,20,1,0
68,96,60,60,48,40,40,48,80,60,68,48,60,40,60,60,1,0
100,60,60,60,64,60,40,60,64,100,100,20,68,52,60,40,3,0
100,20,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,1
60,60,20,40,20,20,20,40,40,20,40,40,20,20,40,20,1,0
100,100,100,100,100,100,100,80,100,100,100,80,100,100,100,100,5,1
40,52,20,20,40,40,20,20,20,20,80,40,20,20,40,20,1,0
40,60,20,20,20,20,20,20,20,20,40,40,20,20,60,40,1,0
40,100,20,20,20,20,20,100,20,20,20,20,20,20,20,20,1,1
20,20,20,20,24,20,20,20,40,20,40,40,20,20,40,20,1,0
60,40,20,20,40,20,20,20,20,20,20,40,20,20,60,20,1,0
100,92,24,36,20,20,20,20,20,20,20,20,40,20,28,20,1,0
100,100,20,60,20,20,20,20,100,20,20,60,60,20,80,40,1,0
60,100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,20,20,24,20,20,20,20,60,60,24,20,20,20,20,20,2,0
100,100,20,20,20,20,20,20,20,20,40,40,20,20,20,20,1,0
100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,5,1
100,80,40,44,60,60,40,60,60,60,60,60,20,40,80,20,2,1
20,52,24,28,52,32,20,48,40,20,32,28,24,20,44,20,1.4,0
20,52,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
40,68,20,20,60,20,20,20,20,20,40,40,40,20,60,20,1,0
100,100,20,20,20,20,20,20,40,20,20,20,20,20,40,20,1,0
60,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,60,100,80,40,40,60,60,80,80,80,60,80,80,4,1
100,100,100,100,100,100,100,100,80,100,92,60,60,60,60,40,5,1
20,32,20,80,20,20,20,20,20,20,20,24,20,24,20,20,1,NA
80,100,20,20,20,20,20,20,20,20,20,20,20,20,60,40,1,1
100,100,76,100,100,100,60,100,60,100,100,80,80,80,80,60,4,1
40,68,20,20,40,40,40,40,80,40,40,40,40,40,40,20,2,1
40,44,20,80,20,20,20,60,20,20,20,20,40,20,40,20,1,0
80,100,64,40,60,80,40,20,48,36,60,60,20,60,80,40,1,1
100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,80,5,1
20,56,40,20,60,40,20,20,20,20,40,40,40,40,60,40,1,0
60,20,100,20,100,20,20,20,20,20,20,20,20,20,20,20,2,0
100,100,80,80,80,100,40,80,80,80,80,60,60,60,80,60,4,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
20,20,20,20,20,40,20,40,40,40,40,60,20,40,40,20,2,0
80,100,80,60,100,100,100,80,100,100,100,60,100,80,100,80,4,1
100,100,80,80,100,100,80,80,100,80,100,80,80,60,100,60,5,1
100,20,20,20,20,20,32,20,20,20,20,20,20,20,20,20,1,1
20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,100,80,100,100,100,100,80,80,80,100,80,2,1
20,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,20,24,20,20,20,36,20,40,60,20,20,80,20,1,0
20,64,80,80,20,28,100,100,60,100,60,80,48,44,36,20,1,1
100,20,20,36,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,20,20,20,20,20,20,20,40,20,20,20,40,20,1,0
60,60,60,60,100,100,20,100,60,60,80,40,60,60,60,60,4,1
100,100,100,60,100,100,80,100,60,100,100,80,100,100,100,80,5,1
100,100,100,60,100,100,80,100,100,100,100,80,100,80,100,100,5,1
20,20,20,36,60,20,20,20,20,24,20,20,20,24,40,20,1,0
100,100,100,60,100,100,80,100,88,88,100,60,80,60,88,60,4,1
100,100,100,84,100,100,80,80,100,100,80,100,80,88,100,80,5,1
100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,5,1
40,36,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,20,20,40,40,20,20,20,40,20,40,40,40,20,60,20,1,0
60,84,88,80,100,100,100,72,96,100,96,88,80,84,80,80,5,1
100,68,20,40,60,28,36,40,60,40,60,32,20,40,100,20,2,1
80,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,40,80,60,80,88,40,40,52,60,76,80,60,40,72,60,5,1
100,100,20,100,20,20,20,40,20,20,20,20,60,20,60,20,1,1
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,92,20,20,40,60,20,20,40,20,60,20,20,40,60,20,1,0
40,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
80,100,80,80,80,60,80,60,60,80,40,60,60,60,80,40,4,1
80,100,80,60,100,80,40,40,100,60,80,80,60,60,80,60,3.8,1
20,20,20,20,20,20,20,20,60,20,20,20,20,20,100,20,1,0
100,76,20,20,40,20,20,20,20,20,20,20,20,20,60,40,1,0
100,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,1,0
100,100,80,76,100,100,100,80,100,80,100,80,80,80,80,80,2,1
80,96,40,40,100,100,80,80,80,100,100,60,80,80,100,60,4,1
100,56,60,60,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,88,80,60,80,100,80,80,80,80,80,60,80,60,80,80,4,1
100,100,20,40,20,20,20,20,20,20,40,60,20,20,40,20,1,0
100,100,100,100,100,100,100,100,72,60,80,100,72,52,80,40,4,0
100,100,100,100,100,100,72,100,100,100,100,100,80,80,100,80,4,1
40,52,60,60,100,40,20,40,20,20,20,20,20,20,80,20,1,0
100,100,84,60,100,100,60,60,60,100,100,60,60,60,100,60,5,1
100,100,20,20,48,20,20,20,20,20,20,20,24,20,24,20,1,0
52,56,40,40,20,20,20,20,40,20,40,20,40,40,40,20,2,0
40,76,20,20,20,20,20,20,36,36,44,60,40,32,40,20,1,0
40,72,20,20,20,20,20,60,20,40,20,20,20,20,60,20,1,0
20,44,20,80,60,40,20,40,20,20,40,20,40,40,20,20,1,0
100,100,20,100,40,20,20,20,40,40,40,20,20,20,40,40,1,1
100,40,20,20,60,20,20,40,40,20,40,40,40,20,80,20,2,0
40,100,20,60,100,40,20,20,20,20,40,60,20,20,60,20,1,0
80,80,40,40,40,40,20,20,60,20,48,60,40,40,60,40,2,0
60,40,20,20,60,40,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,40,20,40,20,40,20,20,60,60,40,40,40,40,2,0
100,100,20,100,20,20,20,20,20,20,60,60,20,20,40,20,1,1
60,68,20,20,52,20,20,20,20,20,20,20,20,20,40,20,2,0
100,40,20,100,40,20,20,40,20,20,20,20,20,20,20,20,1,0
80,100,80,80,100,100,80,80,80,80,80,80,80,80,80,80,5,1
100,100,80,20,100,100,80,80,100,100,100,60,80,60,100,60,5,1
100,100,20,20,36,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,100,84,100,100,100,100,100,100,100,80,100,100,100,80,5,1
40,64,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
20,20,28,28,20,28,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,40,100,100,20,100,60,60,100,60,40,60,100,60,4,1
100,84,100,80,80,80,60,80,80,100,76,60,60,60,100,40,4,1
100,100,60,68,100,100,40,60,100,100,100,40,40,20,20,40,3.6,1
100,100,60,80,100,100,100,100,100,100,100,60,60,80,80,60,5,1
100,100,40,40,60,60,100,60,20,80,60,56,60,60,100,40,5,1
60,100,80,80,80,80,80,80,60,80,80,72,60,60,80,60,3,1
92,100,72,96,92,100,88,96,100,100,100,80,68,92,100,100,4.8,1
84,60,80,60,60,80,40,40,60,80,80,60,60,40,80,40,3,1
40,76,20,20,20,28,20,40,20,20,20,20,20,20,40,20,1,0
20,60,20,20,20,20,20,20,60,20,20,20,20,20,40,20,1,0
40,100,100,40,72,52,40,44,60,20,60,56,20,40,60,40,2.4,1
40,40,20,20,80,40,20,40,40,40,60,60,20,20,60,40,1,1
100,100,60,40,40,20,20,40,40,20,60,36,40,40,80,20,2,0
20,40,20,40,20,20,20,20,20,20,20,40,20,20,80,20,1,1
100,92,20,20,40,20,20,20,40,20,40,20,40,20,20,20,1,1
100,100,60,80,20,40,20,60,60,20,40,20,20,20,60,20,2,1
100,100,60,100,100,100,80,80,100,60,100,60,80,80,80,80,4,1
60,60,80,40,100,80,80,40,80,80,80,60,40,40,60,40,2,1
100,100,100,100,100,100,40,80,40,100,100,100,60,60,100,60,5,1
60,60,40,40,80,40,20,60,40,40,40,40,40,40,60,40,2,0
100,100,80,60,20,20,20,20,40,20,20,40,20,20,80,20,1,0
80,100,100,20,100,80,40,40,80,100,80,60,60,60,80,60,4,1
100,100,100,100,80,80,80,100,96,100,100,96,92,88,100,100,4,1
20,44,20,20,48,20,20,100,20,20,28,20,20,40,20,20,1,0
100,100,100,100,100,100,100,92,100,100,100,80,92,96,100,80,4.4,1
20,40,20,20,20,20,20,20,20,20,20,40,20,20,20,20,1,0
20,24,20,20,20,20,36,20,20,20,20,20,20,20,20,20,1,0
100,100,80,80,100,100,100,80,92,96,100,80,60,60,80,80,5,1
100,100,100,60,100,100,80,100,100,100,100,60,80,80,100,80,4,1
100,20,20,20,20,20,20,20,20,20,20,40,20,20,80,20,1,0
100,100,80,76,80,100,80,60,76,100,100,76,80,80,80,80,5,1
100,100,100,40,100,100,60,40,60,100,100,60,60,60,100,60,4,1
20,36,20,20,20,20,20,40,20,20,20,20,20,20,20,20,1,0
20,60,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,1
40,76,60,60,80,60,40,40,60,40,60,60,40,40,60,40,2,NA
100,100,100,100,100,100,100,100,100,100,100,80,80,80,100,60,5,1
20,36,20,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,40,40,56,40,40,20,56,64,60,60,60,60,60,40,2,0
60,76,20,40,40,20,20,80,20,20,20,20,40,20,60,40,1,0
100,100,80,40,100,100,80,100,100,100,100,80,80,80,100,80,5,1
60,20,24,40,40,20,20,20,20,20,40,20,20,20,20,20,1,0
40,60,60,40,60,60,40,20,40,20,60,60,40,40,60,40,1,0
100,20,20,20,20,20,20,20,36,32,40,32,24,20,44,48,1,0
100,80,100,100,100,100,100,100,100,100,100,80,80,80,80,80,5,1
100,100,100,100,100,100,100,100,100,100,100,60,80,80,100,80,5,1
40,68,20,20,20,20,20,20,20,20,20,20,20,40,40,20,1,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,56,20,20,60,20,20,20,20,20,20,40,20,20,40,20,1,0
60,84,20,60,20,20,20,20,20,20,20,20,40,20,80,40,1,0
100,100,60,40,100,80,80,100,100,100,80,60,60,60,100,40,5,1
100,100,40,40,100,100,60,80,60,80,80,60,60,80,80,60,5,1
100,100,100,100,100,100,60,100,80,84,100,100,80,80,80,40,5,1
100,100,100,80,100,100,80,100,100,100,100,100,100,100,100,100,5,1
40,52,40,20,20,60,20,20,20,20,20,20,20,20,20,20,1,0
60,60,40,40,20,20,20,20,40,20,20,60,20,20,60,20,1,0
60,48,20,20,20,40,20,20,20,20,20,40,20,20,60,40,1,0
20,100,60,20,100,100,20,20,80,100,100,60,60,60,100,60,5,0
100,40,20,100,20,20,20,20,20,20,20,40,20,20,60,20,1,0
68,96,100,40,100,100,80,60,40,100,100,72,40,60,80,60,5,1
20,56,20,20,60,20,20,20,20,20,20,40,20,20,40,20,1,0
100,100,60,100,100,100,100,100,100,100,100,60,100,60,100,60,5,1
60,60,24,28,60,20,20,20,20,20,20,28,40,20,60,20,2,0
100,100,80,64,100,100,80,60,60,100,100,60,40,60,100,60,5,1
100,100,100,100,100,100,100,80,100,100,100,80,96,80,100,100,5,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,20,100,80,100,80,20,100,60,100,88,60,80,40,80,40,5,1
40,20,20,40,20,20,20,40,20,20,40,40,20,20,40,20,1,0
60,80,60,80,80,60,100,80,60,80,100,40,60,80,80,100,5,1
40,60,20,20,80,100,60,40,80,80,92,80,80,80,80,60,4,1
80,80,100,60,100,100,20,60,100,100,80,100,80,80,100,60,5,1
40,60,80,60,60,40,40,40,40,40,40,60,40,40,80,20,1,0
100,100,100,20,20,20,20,20,20,20,20,60,40,20,80,20,1,0
20,20,20,20,20,28,20,20,20,20,20,20,20,20,20,20,1,0
40,20,36,20,20,40,40,20,20,40,60,20,40,60,60,40,3,0
80,76,60,60,40,80,64,60,40,60,80,76,40,60,60,100,2,1
40,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,52,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
20,60,20,20,20,20,20,40,20,20,20,20,20,20,40,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,60,60,60,100,100,80,80,100,100,100,80,80,80,80,60,5,1
60,20,40,40,60,60,40,20,60,60,60,40,60,60,80,60,4,0
20,36,20,20,100,20,20,20,20,20,20,20,20,24,20,20,1,0
60,40,60,20,40,80,20,20,20,20,40,20,20,20,60,20,1,0
100,100,80,100,80,100,80,80,60,100,100,60,80,80,80,60,5,1
20,20,20,20,60,20,20,20,20,20,24,40,20,20,60,20,1,NA
100,100,40,40,60,20,20,20,40,20,20,20,40,20,40,40,1,0
60,80,40,60,100,80,40,80,80,60,80,52,40,40,80,40,2,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,100,80,100,100,100,80,100,100,100,100,80,60,20,80,60,4,1
100,20,40,80,80,80,20,40,80,80,80,100,60,60,80,60,5,1
80,40,40,40,80,60,20,20,40,40,60,40,40,40,80,40,1,0
80,100,100,88,100,100,100,100,60,100,100,60,60,68,84,40,5,1
100,100,100,40,40,60,80,40,60,48,60,40,20,20,100,20,2,1
20,100,20,20,20,60,20,20,20,20,20,20,20,20,100,20,1,1
100,100,100,80,100,80,40,20,60,100,100,80,80,100,80,80,5,1
100,100,80,100,100,100,100,40,100,100,100,60,60,60,60,60,3,1
60,100,60,68,80,60,40,40,60,100,80,60,60,40,60,40,3,1
40,40,20,20,20,20,20,20,20,20,20,40,20,20,20,20,1,1
20,48,20,40,60,20,20,60,20,20,20,20,20,20,100,20,3,0
80,40,40,60,40,20,20,20,60,20,40,60,40,20,60,60,1,0
100,100,40,40,80,100,80,80,40,60,80,60,60,60,80,40,3,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,60,40,20,56,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,80,100,100,80,100,60,60,80,60,80,80,80,80,3,1
100,40,32,80,20,20,20,20,20,20,32,20,20,20,60,20,1,0
